2024-07-21T20:14:22,Transformed start
2024-07-21T20:14:22,Transformed end
2024-07-21T20:14:22,Loaded start
2024-07-21T20:15:05,RUN ETL
2024-07-21T20:15:05,Extracted start
2024-07-21T20:15:05,Extracted end
2024-07-21T20:15:05,Transformed start
2024-07-21T20:15:05,Transformed end
2024-07-21T20:15:05,Loaded start
2024-07-21T20:15:05,Loaded end
2024-07-21T20:15:05,DONE ETL
2024-07-21T20:15:16,RUN ETL
2024-07-21T20:15:16,Extracted start
2024-07-21T20:15:16,Extracted end
2024-07-21T20:15:16,Transformed start
2024-07-21T20:15:16,Transformed end
2024-07-21T20:15:16,Loaded start
2024-07-21T20:15:16,Loaded end
2024-07-21T20:15:16,DONE ETL
2024-07-21T20:16:17,RUN ETL
2024-07-21T20:16:17,Extracted start
2024-07-21T20:16:17,Extracted end
2024-07-21T20:16:17,Transformed start
2024-07-21T20:16:17,Transformed end
2024-07-21T20:16:17,Loaded start
2024-07-21T20:16:17,Loaded end
2024-07-21T20:16:17,DONE ETL
2024-07-21T20:16:17,Query started
2024-07-21T20:16:17,Query end
2024-07-21T20:16:28,RUN ETL
2024-07-21T20:16:28,Extracted start
2024-07-21T20:16:28,Extracted end
2024-07-21T20:16:28,Transformed start
2024-07-21T20:16:28,Transformed end
2024-07-21T20:16:28,Loaded start
2024-07-21T20:16:28,Loaded end
2024-07-21T20:16:28,DONE ETL
2024-07-21T20:16:28,Query started
2024-07-21T20:16:28,Query end
2024-07-21T20:18:16,RUN ETL
2024-07-21T20:18:16,Extracted start
2024-07-21T20:18:16,Extracted end
2024-07-21T20:18:16,Transformed start
2024-07-21T20:18:16,Transformed end
2024-07-21T20:18:16,Loaded start
2024-07-21T20:18:16,Loaded end
2024-07-21T20:18:16,DONE ETL
2024-07-21T20:18:16,Query started
2024-07-21T20:18:16,Query end
2024-07-21T20:23:00,RUN ETL
2024-07-21T20:23:00,Extracted start
2024-07-21T20:23:12,RUN ETL
2024-07-21T20:23:12,Extracted start
2024-07-21T20:23:12,ETL process failed: 'Response' object has no attribute 'status'
2024-07-21T20:23:32,RUN ETL
2024-07-21T20:23:32,Extracted start
2024-07-21T20:23:32,ETL process failed: 'Response' object has no attribute 'status'
